A,B,C,D,E,F,G,H,I,J,K,L,FORECAST
-0.923966942,-0.38247234,0.999996242,-0.002741689,-2.94E-12,1,589300,0.2,3270000,135250.9534,15303.67497,13445.37158,164000
-0.93040949,-0.366521734,0.978202558,-0.207652971,-1.32E-11,1,3141700,0.1,3270000,146369.1494,13274.3413,13256.50932,172900
-0.936576703,-0.350462664,0.914870874,-0.40374656,-8.89E-12,1,3063800,0,3270000,65898.4157,5938.10481,6063.479495,77900
-0.942466757,-0.334299883,0.812690481,-0.582695618,-4.59E-12,1,2981700,0,3270000,71073.73363,5608.365341,5417.901032,82100
-0.948077909,-0.318038173,0.676000326,-0.736901323,-2.96E-13,1,2325300,0,3270000,537272.4087,63841.17091,55286.42038,656400
-0.953408497,-0.301682346,0.510604765,-0.859815546,-1.05E-11,1,1832600,0,3270000,405014.0983,50750.10431,36935.79743,492700
-0.958456945,-0.285237243,0.323527089,-0.946218909,-6.25E-12,1,1756500,0,3270000,62334.0153,7473.453601,6292.531103,76100
-0.963221758,-0.26870773,0.122711288,-0.992442411,-1.95E-12,1,1670300,0,3270000,71089.22065,8043.760869,7067.018478,86200
-0.967701527,-0.252098699,-0.083315275,-0.996523239,-1.22E-11,1,1536300,0,3270000,113438.2072,10287.80645,10273.9864,134000
-0.971894926,-0.235415065,-0.285803972,-0.958288104,-7.91E-12,1,1374200,0,3270000,137126.2283,12356.44146,12617.33025,162100
-0.975800714,-0.218661765,-0.476156404,-0.879360608,-3.61E-12,1,1242200,0,3270000,114272.02,9017.103838,8710.876202,132000
-0.979417734,-0.201843756,-0.646289522,-0.763092297,6.90E-13,1,747500,0,3270000,404918.7395,48114.30111,41666.95942,494700
-0.982744917,-0.184966017,-0.788978861,-0.614420342,-9.56E-12,1,286500,0.1,3270000,378955.7526,47484.87535,34559.37207,461000
-0.985781279,-0.168033541,-0.89816532,-0.439657888,-5.27E-12,1,1118400,0.2,1200000,301513.1541,36149.51735,30437.3285,368100
-0.988525919,-0.151051338,-0.969212447,-0.246225978,-9.67E-13,1,1049000,0.3,1200000,57234.24493,6476.067335,5689.68773,69400
-0.990978027,-0.134024436,-0.999103327,-0.042338428,-1.12E-11,1,788200,0.4,1200000,220781.2271,20022.83523,19995.93771,260800
-0.993136877,-0.116957872,-0.986568684,0.163346965,-6.92E-12,1,3173100,0.5,3270000,99566.66916,8971.9504,9161.380444,117700
-0.995001829,-0.099856697,-0.932140786,0.362096057,-2.62E-12,1,3109700,0.6,3270000,54885.19747,4330.942298,4183.860237,63400
-0.996572332,-0.082725971,-0.838130836,0.545469249,-1.29E-11,1,2258700,0.7,3270000,696555.1795,82767.88001,71676.9405,851000
-0.997847922,-0.065570764,-0.708530836,0.705679853,-8.58E-12,1,1742200,0.8,3270000,424578.4083,53201.60113,38719.99061,516500
-0.99882822,-0.048396154,-0.548844066,0.835924752,-4.28E-12,1,1468800,0.9,3270000,223943.7553,26849.43777,22606.80688,273400
-0.999512936,-0.031207221,-0.365851403,0.930673278,1.92E-14,1,1112600,1,3270000,293758.4733,33238.83552,29202.6912,356200
-0.999901868,-0.014009053,-0.167323373,0.985902069,-1.02E-11,1,966600,1,3270000,123596.8526,11209.10255,11194.04488,146000
-0.999994902,0.00319326,0.038309809,0.99926591,-5.94E-12,1,3078400,0.9,3220000,136703.2603,12318.32782,12578.41189,161600
-0.999792008,0.020394628,0.242316219,0.970197325,-1.64E-12,1,2946700,0.8,3220000,114012.3108,8996.61042,8691.078756,131700
-0.999293248,0.037589962,0.43603301,0.899930672,-1.19E-11,1,2361500,0.7,3220000,478994.2315,56916.2907,49289.47776,585200
-0.998498768,0.054774171,0.611234272,0.791449724,-7.59E-12,1,1463100,0.6,3220000,738511.6011,92538.8547,67349.54417,898400
-0.997408805,0.071942171,0.760480326,0.649360973,-3.29E-12,1,1135500,0.5,3220000,268339.3352,32172.18659,27088.47818,327600
-0.99602368,0.089088881,0.87743365,0.479698019,1.01E-12,1,848500,0.4,3220000,236689.1685,26781.4312,23529.40027,287000
-0.994343804,0.106209227,0.957127984,0.289665361,-9.25E-12,1,705200,0.3,3220000,121311.1574,11001.81092,10987.03172,143300
-0.992369673,0.123298143,0.996179221,0.08733247,-4.95E-12,1,573000,0.2,3220000,111832.7414,10077.2459,10290.0127,132200
-0.990101872,0.140350572,0.992929103,-0.118708872,-6.51E-13,1,428100,0.1,3220000,125439.5128,9898.320804,9562.166377,144900
-0.987541072,0.157361466,0.947515643,-0.319709409,-1.09E-11,1,2444900,0,3170000,593504.3016,70522.90223,61072.79618,725100
-0.984688031,0.174325794,0.86186726,-0.507133933,-6.61E-12,1,1865400,0,3170000,476366.2877,59690.85741,43442.85491,579500
-0.981543592,0.191238533,0.739620892,-0.673023726,-2.31E-12,1,1666800,1,3170000,162674.5787,19503.65158,16421.76974,198600
-0.978108687,0.208094679,0.58596756,-0.81033451,-1.26E-11,1,1573700,1,3170000,76779.65711,8687.634999,7632.707892,93100
-0.974384333,0.224889244,0.407431937,-0.913235576,-8.26E-12,1,1339700,0,3170000,198093.5856,17965.27394,17941.14043,234000
-0.97037163,0.241617259,0.211595288,-0.977357373,-3.96E-12,1,1215700,0,3170000,104896.0661,9452.182239,9651.751699,124000
-0.966071767,0.258273771,0.006773542,-0.999977059,3.35E-13,1,1024300,0,3170000,165694.4289,13074.80056,12630.77049,191400
-0.961486016,0.274853854,-0.198335833,-0.980134122,-9.92E-12,1,3081000,0,3270000,520820.2829,61886.25388,53593.46326,636300
-0.956615734,0.291352599,-0.395023156,-0.918671163,-5.62E-12,1,2528100,0,3270000,454500.2941,56950.9492,41448.75665,552900
-0.951462363,0.307765125,-0.574936373,-0.818198122,-1.32E-12,1,1961100,0,3270000,464433.4648,55682.63064,46883.90454,567000
-0.946027427,0.324086574,-0.730435724,-0.682981444,-1.16E-11,1,1747200,0,3270000,176403.5301,19960.09803,17536.37184,213900
-0.940312535,0.340312117,-0.854918146,-0.518762917,-7.28E-12,1,1541200,0.1,3270000,174390.0797,15815.58304,15794.3373,206000
-0.934319377,0.356436953,-0.943097667,-0.33251585,-2.98E-12,1,1456500,1.2,3270000,71650.78061,6456.450288,6592.769104,84700
-0.928049729,0.372456308,-0.991229868,-0.132148964,-1.32E-11,1,1350400,0.3,3270000,91850.46453,7247.838767,7001.696705,106100
-0.921505444,0.388365443,-0.997270883,0.073829443,-8.93E-12,1,840000,0.4,3270000,417769.405,49641.2761,42989.31895,510400
-0.914688459,0.40415965,-0.960964187,0.276672786,-4.63E-12,1,404200,0.5,3270000,358240.6008,44889.17284,32670.22635,435800
-0.907600793,0.419834254,-0.883851495,0.467767607,-3.36E-13,1,146200,0.6,3270000,211329.5131,25337.07003,21333.41688,258000
-0.900244542,0.435384618,-0.769207289,0.638999333,-1.06E-11,1,3167300,0.7,3270000,145724.6553,16488.77663,14486.56804,176700
-0.892621883,0.450806139,-0.621899773,0.783096847,-6.29E-12,1,3031200,0.8,3270000,115215.9701,10449.03326,10434.99663,136100
-0.884735072,0.466094253,-0.448184155,0.893941252,-1.99E-12,1,2963100,0.9,3270000,57608.24273,5191.077504,5300.679764,68100
-0.876586442,0.481244438,-0.255437026,0.966825696,-1.22E-11,1,2644000,2,3270000,276243.9513,21798.16541,21057.8833,319100
-0.868178407,0.496252208,-0.051843122,0.998655241,-7.95E-12,1,1834300,1,3270000,534080.2052,63461.85865,54957.93616,652500
-0.859513452,0.511113124,0.153952228,0.988078292,-3.65E-12,1,1181800,0.9,3270000,536374.4654,67210.15438,48915.3802,652500
-0.850594144,0.525822786,0.353210213,0.935543984,6.50E-13,1,796300,0.8,3270000,315765.6097,37858.29649,31876.09383,385500
-0.84142312,0.540376843,0.537469621,0.843283112,-9.60E-12,1,564700,0.7,3270000,191000.7367,21611.77514,18987.48816,231600
-0.832003096,0.554770987,0.698906135,0.715213405,-5.30E-12,1,3031100,0.6,3270000,477625.6454,43316.27162,43258.08303,564200
-0.822336858,0.569000959,0.83066458,0.556773163,-1.01E-12,1,2869300,0.5,3270000,136872.4475,12333.57328,12593.97923,161800
-0.812427268,0.583062547,0.927150018,0.37469033,-1.13E-11,1,2711400,0.4,3270000,136693.5754,10786.36891,10420.0557,157900
-0.802277258,0.596951591,0.984265331,0.176696797,-6.96E-12,1,2073400,0.3,3270000,522211.7562,62051.59512,53736.64869,638000
-0.791889831,0.610663979,0.999585196,-0.028799917,-2.66E-12,1,1465900,0.2,3270000,499383.123,62574.97132,45541.90571,607500
-0.781268061,0.624195655,0.972459078,-0.233073683,-1.29E-11,1,1180300,0.1,3270000,233936.8564,28047.54729,23615.59636,285600
-0.770415093,0.637542614,0.904038848,-0.427450303,-8.62E-12,1,1039400,1,3270000,116200.3618,13148.09636,11551.5418,140900
-0.759334136,0.650700906,0.797229876,-0.603675844,-4.32E-12,1,929100,0,3270000,93374.88246,8468.24665,8456.870894,110300
-0.748028472,0.663666637,0.656567655,-0.754267137,-2.00E-14,1,794100,0,3270000,114201.3622,10290.68228,10507.95548,135000
-0.736501444,0.676435971,0.488025209,-0.872829534,-1.03E-11,1,670200,0,3270000,107259.8733,8463.781557,8176.345163,123900
-0.724756465,0.689005128,0.298759457,-0.954328448,-5.97E-12,1,2652200,0,3270000,518282.8903,61584.74926,53332.36042,633200
-0.71279701,0.701370389,0.096807304,-0.995303143,-1.68E-12,1,2072500,0,3270000,476530.6936,59711.45822,43457.84813,579700
-0.700626618,0.713528094,-0.109255636,-0.994013685,-1.19E-11,1,1716100,0,3270000,291929.6065,35000.51069,29469.88285,356400
-0.688248891,0.725474647,-0.310679189,-0.95051483,-7.63E-12,1,1555400,0,3270000,132529.4404,14995.73517,13174.82447,160700
-0.675667492,0.737206511,-0.498910185,-0.866653695,-3.33E-12,1,1374500,0,3270000,153141.5797,13888.5387,13869.88164,180900
-0.662886144,0.748720215,-0.66595566,-0.745991326,9.66E-13,1,1090900,0,3270000,239907.4543,21618.05551,22074.49018,283600
-0.649908629,0.760012351,-0.804722262,-0.593651481,-9.29E-12,1,954500,0.1,3270000,118081.0873,9317.673966,9001.238742,136400
-0.636738788,0.771079579,-0.909317461,-0.416103059,-4.99E-12,1,3264600,0.2,3470000,526304.3248,62537.89289,54157.7823,643000
-0.623380517,0.781918622,-0.975299769,-0.220885404,-6.90E-13,1,2730100,0.3,3470000,439374.9452,55055.67435,40069.38041,534500
-0.609837771,0.792526273,-0.999867339,-0.016288159,-1.09E-11,1,2345600,0.4,3470000,314946.503,37760.0908,31793.40617,384500
-0.596114556,0.802899393,-0.981976945,0.189000739,-6.65E-12,1,2186600,0.5,3470000,131127.4488,14837.09951,13035.45172,159000
-0.582214935,0.813034913,-0.922388277,0.386263986,-2.35E-12,1,2077800,0.6,3470000,92105.05178,8353.084637,8341.863583,108800
-0.568143019,0.822929833,-0.823631684,0.567125074,-1.26E-11,1,1939200,0.7,3470000,117246.7319,10565.10047,10788.16763,138600
-0.553902974,0.832581224,-0.689900726,0.723903991,-8.30E-12,1,1823500,0.8,3470000,100161.1569,7903.628137,7635.214974,115700
-0.539499014,0.841986232,-0.526874101,0.84994334,-4.00E-12,1,1035700,0.9,3470000,644825.1121,76621.07623,66353.81166,787800
-0.5249354,0.851142071,-0.341474506,0.939891037,2.96E-13,1,518200,1,3470000,425400.4381,53304.60519,38794.95671,517500
-0.510216444,0.860046034,-0.141574675,0.989927579,-9.96E-12,1,42200,1,3470000,389894.7606,46745.91214,39359.32727,476000
-0.495346499,0.868695485,0.064336926,0.997928234,-5.66E-12,1,5196400,0.9,5270000,84201.96553,9527.47082,8370.563649,102100
-0.480329968,0.877087864,0.26751655,0.963553266,-1.36E-12,1,5103200,0.8,5270000,78898.81274,7155.399708,7145.787555,93200
-0.465171294,0.885220689,0.459336458,0.888262359,-1.16E-11,1,4904100,0.7,5270000,168425.8609,15176.85068,15497.28841,199100
-0.449874962,0.893091551,0.631651288,0.775252636,-7.32E-12,1,4474200,1.6,5270000,372163.1923,29367.06773,28369.74,429900
-0.4344455,0.900698123,0.777143932,0.629322898,-3.02E-12,1,3640900,0.5,5270000,682067.4866,81046.38592,70186.12751,833300
-0.418887472,0.908038152,0.889636248,0.456669845,-1.33E-11,1,3064500,0.4,5270000,473817.9952,59371.5448,43210.46,576400
-0.403205485,0.915109467,0.964351408,0.264624947,-8.97E-12,1,2758100,0.3,5270000,250974.2745,30090.2258,25335.49974,306400
-0.387404177,0.921909976,0.998116737,0.061343122,-4.67E-12,1,2673400,0.2,5270000,69852.16925,7903.788232,6944.042518,84700
-0.371488225,0.928437665,0.989498439,-0.144543553,-3.75E-13,1,2624400,1.1,5270000,41481.13545,3761.959074,3756.905474,49000
-0.35546234,0.934690604,0.938862477,-0.344292389,-1.06E-11,1,2523900,0,5270000,85016.56967,7660.84125,7822.589079,100500
-0.339331263,0.940666941,0.848359036,-0.529421331,-6.33E-12,1,2436400,0,5270000,75748.49808,5977.246862,5774.255058,87500
-0.323099769,0.946364908,0.721831219,-0.692069138,-2.03E-12,1,1977900,0,5270000,375288.5427,44593.50527,38617.95208,458500
-0.30677266,0.951782819,0.56465185,-0.8253292,-1.23E-11,1,1568400,0,5270000,336621.2162,42180.16585,30698.61792,409500
-0.290354769,0.956919071,0.383495332,-0.923542814,-7.99E-12,1,1335900,0,5270000,190442.2938,22832.82473,19224.88149,232500
-0.273850953,0.961772143,0.186054223,-0.982539478,-3.69E-12,1,3454100,0,3620000,136817.8852,15480.97364,13601.14113,165900
-0.257266097,0.9663406,-0.019287418,-0.99981398,6.11E-13,1,3241000,0,3620000,180400.6115,16360.68324,16338.70523,213100
-0.240605109,0.970623089,-0.223810046,-0.974632784,-9.64E-12,1,3147100,0,3620000,79433.39196,7157.741228,7308.866811,93900
-0.223872919,0.974618344,-0.418828894,-0.908065173,-5.34E-12,1,2875500,0,3620000,235123.338,18553.37426,17923.2877,271600
-0.207074479,0.978325181,-0.59606276,-0.802937847,-1.05E-12,1,1964300,0,3620000,745829.7057,88622.90513,76747.38916,911200
-0.190214759,0.981742505,-0.747985657,-0.663714892,-1.13E-11,1,1249400,0,3620000,587669.1269,73637.60822,53593.26484,714900
-0.17329875,0.984869303,-0.868146391,-0.496308214,-7.00E-12,1,606100,0.1,3620000,526931.3014,63175.72538,53192.97318,643300
-0.156331456,0.98770465,-0.951442507,-0.307826504,-2.70E-12,1,3460200,0.2,3570000,125272.0721,14174.56237,12453.36551,151900
-0.1393179,0.990247708,-0.99433695,-0.106273372,-1.30E-11,1,3257900,1.3,3570000,171257.8307,15531.51675,15510.6526,202300
-0.122263116,0.992497723,-0.995008269,0.099792509,-8.66E-12,1,3099400,1.4,3570000,134080.8586,12082.02327,12337.1181,158500
-0.10517215,0.994454031,-0.953427957,0.30162084,-4.36E-12,1,2715500,0.5,3570000,332341.1247,26224.74366,25334.13162,383900
-0.088050061,0.996116051,-0.871361663,0.490641266,-5.92E-14,1,2280200,0.6,3570000,356299.0242,42337.08363,36663.89212,435300
-0.070901916,0.997483292,-0.752294218,0.658827299,-1.03E-11,1,2228500,0.7,3570000,42498.94232,5325.310316,3875.747366,51700
-0.053732788,0.99855535,-0.601281654,0.799037154,-6.01E-12,1,2037700,0.8,3570000,156285.5469,18737.64714,15776.80597,190800
-0.03654776,0.999331907,-0.424736507,0.905317016,-1.72E-12,1,1753400,1.9,3570000,234462.476,26529.48045,23308.04354,284300
-0.019351916,0.999812734,-0.23015552,0.973153861,-1.20E-11,1,1584800,2,3570000,142728.9681,12944.2102,12926.82169,168600
-0.002150345,0.999997688,-0.025801302,0.999667091,-7.67E-12,1,1460500,2,3570000,105149.8469,9475.050422,9675.102712,124300
0.015051862,0.999886714,0.179648532,0.98373086,-3.37E-12,1,1289200,0.9,3570000,148293.9168,11701.74157,11304.34162,171300
0.032249614,0.999479846,0.377469844,0.926021877,9.27E-13,1,1199600,0.8,3570000,73338.82971,8714.455992,7546.714299,89600
0.049437823,0.998777203,0.559262428,0.828990674,-9.33E-12,1,1116600,0.7,3570000,68228.47606,8549.337645,6222.186294,83000
0.066611403,0.997778994,0.717306716,0.696757544,-5.03E-12,1,918600,0.6,3570000,162183.1147,19444.72816,16372.15714,198000
0.083765269,0.996485514,0.844891581,0.534937581,-7.30E-13,1,2203100,0.5,2700000,446080.7361,50474.13288,44345.13103,540900
0.100894348,0.994897146,0.93659931,0.350402245,-1.10E-11,1,1904500,0.4,2700000,252780.9601,22924.91795,22894.12193,298600
0.117993569,0.993014359,0.988535662,0.150987568,-6.68E-12,1,1508100,0.3,2700000,335329.037,30216.49226,30854.47076,396400
0.135057872,0.990837712,0.998495233,-0.054838584,-2.39E-12,1,1355800,0.2,2700000,131845.6715,10403.82511,10050.50338,152300
0.152082208,0.988367848,0.966055104,-0.258336093,-1.26E-11,1,807600,0.1,2700000,448709.2237,53317.68722,46173.08905,548200
0.169061538,0.985605497,0.892592799,-0.450863721,-8.34E-12,1,574700,1,2700000,191450.7479,23989.64744,17459.60467,232900
0.185990839,0.982551478,0.781227793,-0.624246054,-4.04E-12,1,427500,0,2700000,120572.4974,14455.87871,12171.6239,147200
0.202865099,0.979206695,0.636689044,-0.771120653,2.56E-13,1,180600,0,2700000,203618.661,23039.49604,20241.84295,246900
0.219679326,0.975572137,0.465114187,-0.885250695,-1.00E-11,1,3120600,0,3270000,175405.9442,15907.71265,15886.34315,207200
0.236428544,0.971648879,0.273788908,-0.961789807,-5.70E-12,1,2911700,0,3270000,176716.0339,15923.87798,16260.08815,208900
0.253107795,0.967438083,0.070837568,-0.997487864,-1.40E-12,1,2655300,1,3270000,221964.7418,17515.04109,16920.21711,256400
0.269712145,0.962940994,-0.135121791,-0.990828997,-1.17E-11,1,1996900,0,3270000,538909.4362,64035.69001,55454.87382,658400
0.28623668,0.958158945,-0.335343392,-0.942095966,-7.35E-12,1,1388100,0,3270000,500451.7618,62708.8766,45639.36164,608800
0.302676509,0.953093349,-0.521325107,-0.853358151,-3.06E-12,1,1061400,0,3270000,267602.1393,32083.80146,27014.05928,326700
0.319026767,0.947745705,-0.685169481,-0.728383678,-1.33E-11,1,451300,0,3270000,503150.0408,56931.53719,50018.42196,610100
0.335282617,0.942117597,-0.819919094,-0.572479413,-9.01E-12,1,3249000,0,3420000,194622.7151,17650.49778,17626.78711,229900
0.351439247,0.93621069,-0.919851993,-0.392265613,-4.71E-12,1,3197200,0.1,3420000,43819.48566,3948.572903,4031.941436,51800
0.367491876,0.930026732,-0.980724666,-0.195394804,-4.14E-13,1,1803200,0.2,3420000,1206781.787,95226.08144,91992.13202,1394000
0.383435753,0.923567552,-0.999952241,0.009773172,-1.07E-11,1,1256300,0.3,3420000,447645.1559,53191.2498,46063.59431,546900
0.399266162,0.916835063,-0.976718247,0.214526144,-6.37E-12,1,604800,1.4,3420000,535552.4356,67107.15031,48840.4141,651500
0.414978416,0.909831256,-0.912009281,0.410169564,-2.07E-12,1,316600,1.5,3420000,236066.5336,28302.8821,23830.58428,288200
0.430567866,0.902558204,-0.80857312,0.588395708,-1.23E-11,1,5050400,1.6,5320000,257389.162,29123.63999,25587.19799,312100
0.4460299,0.89501806,-0.670802035,0.741636454,-8.03E-12,1,4820900,0.7,5320000,194284.0936,17619.78791,17596.1185,229500
0.46135994,0.887213055,-0.504546283,0.863384647,-3.73E-12,1,4707200,0.8,5320000,96182.92509,8667.041295,8850.033615,113700
0.476553451,0.879145499,-0.316865679,0.948470422,5.72E-13,1,4536500,0.9,5320000,147774.4985,11660.75474,11264.74673,170700
0.491605936,0.870817779,-0.115729819,0.99328073,-9.68E-12,1,3827000,1,5320000,580735.4875,69005.6532,59758.85932,709500
0.506512941,0.862232359,0.090320345,0.995912765,-5.38E-12,1,2413200,1,5320000,1162185.777,145627.1514,105987.0721,1413800
0.521270055,0.85339178,0.292535183,0.95625476,-1.08E-12,1,1546100,0.9,5320000,710247.3674,85154.16054,71698.47201,867100
0.53587291,0.844298658,0.482327925,0.875990738,-1.13E-11,1,1327200,0.8,5320000,180527.0348,20426.67348,17946.2917,218900
0.550317186,0.834955685,0.651639287,0.758528997,-7.04E-12,1,1178000,0.7,5320000,126305.8247,11454.78151,11439.39381,149200
0.564598607,0.825365624,0.793279701,0.608857386,-2.74E-12,1,3654200,0.6,3920000,326785.0832,29446.59677,30068.32001,386300
0.578712947,0.815531315,0.901234604,0.4333315,-1.30E-11,1,3556000,0.5,3920000,85011.45727,6708.178764,6480.363963,98200
0.592656029,0.805455667,0.970919843,0.239404799,-8.70E-12,1,2978400,0.4,3920000,472773.5272,56177.11809,48649.35468,577600
0.606423728,0.795141661,0.999376333,0.035312109,-4.40E-12,1,2395500,1.3,3920000,479161.1891,60041.07124,43697.73965,582900
0.62001197,0.784592351,0.985395708,-0.17028006,-9.84E-14,1,2065500,0.2,3920000,270305.1912,32407.88027,27286.92857,330000
0.633416732,0.773810858,0.929571636,-0.368641526,-1.04E-11,1,1888400,1.1,3920000,146054.5357,16526.10267,14519.36163,177100
0.646634048,0.762800372,0.834274607,-0.551349145,-6.05E-12,1,1698800,0,3920000,160506.5976,14556.47838,14536.92404,189600
0.659660007,0.751564153,0.703551277,-0.710644497,-1.75E-12,1,1605300,0,3920000,79095.01755,7127.250317,7277.732128,93500
0.672490754,0.740105524,0.542952628,-0.839763326,-1.20E-11,1,1540400,0,3920000,56183.74315,4433.409387,4282.847466,64900
0.685122492,0.728427877,0.359298258,-0.933222783,-7.71E-12,1,989500,1,3920000,450919.2108,53580.28801,46400.5012,550900
0.697551482,0.716534667,0.16038679,-0.987054242,-3.41E-12,1,620000,0,3920000,468145.9894,58660.81673,42693.19391,569500
0.709774048,0.704429415,-0.045335277,-0.998971828,8.88E-13,1,204800,0,3920000,340093.0769,40775.00572,34331.9174,415200
0.721786571,0.692115702,-0.249132246,-0.968469475,-9.37E-12,1,4771400,0,5120000,140611.5095,15910.22306,13978.26741,170500
0.733585498,0.679597173,-0.442350163,-0.896842424,-5.07E-12,1,4563700,0,5120000,175829.2211,15946.09999,15924.67892,207700
0.745167335,0.666877532,-0.616784301,-0.787132217,-7.69E-13,1,4467400,0,5120000,81463.6384,7340.686691,7495.674908,96300
0.756528657,0.653960542,-0.765027558,-0.643997544,-1.10E-11,1,4139100,0.1,5120000,284208.3648,22426.63023,21665.00498,328300
0.767666101,0.640850028,-0.880784992,-0.473516418,-6.72E-12,1,3332200,0.2,5120000,660458.7242,78478.7337,67962.54205,806900
0.77857637,0.627549867,-0.959141127,-0.282928081,-2.43E-12,1,2867200,0.3,5120000,382243.8719,47896.89162,34859.23647,465000
0.789256237,0.614063997,-0.996768678,-0.0803256,-1.27E-11,1,2200800,0.4,5120000,545852.6648,65444.277,55103.05818,666400
0.79970254,0.600396409,-0.992069845,0.125687795,-8.38E-12,1,2070400,0.5,5120000,107541.002,12168.2879,10690.71009,130400
0.809912189,0.586551145,-0.945244157,0.326364034,-4.08E-12,1,1977700,0.6,5120000,78475.53585,7117.01237,7107.451785,92700
0.819882162,0.572532305,-0.858280002,0.513181682,2.17E-13,1,1900600,0.7,5120000,65221.66688,5877.122989,6001.210129,77100
0.829609509,0.558344037,-0.734870189,0.678207789,-1.00E-11,1,3124500,0.8,3270000,129248.5802,10198.89093,9852.528917,149300
0.83909135,0.543990538,-0.580255144,0.814434754,-5.74E-12,1,2313300,0.9,3270000,663978.3333,78896.94978,68324.71696,811200
0.848324881,0.529476058,-0.401000378,0.916077888,-1.44E-12,1,1740900,1,3270000,470529.8759,58959.52853,42910.5956,572400
0.857307369,0.51480489,-0.204717693,0.978821059,-1.17E-11,1,1312700,1,3270000,350741.4632,42051.67979,35406.85701,428200
0.866036155,0.499981377,0.000258042,0.999999967,-7.39E-12,1,1142200,0.9,3270000,140611.5095,15910.22306,13978.26741,170500
0.874508657,0.485009906,0.205222819,0.978715278,-3.10E-12,1,786000,0.8,3270000,301542.4581,27347.13923,27310.40265,356200
0.882722367,0.469894906,0.401473097,0.915870816,-1.33E-11,1,656700,0.7,3270000,109379.5269,9856.186803,10064.28625,129300
0.890674854,0.454640852,0.580675383,0.814135185,-9.05E-12,1,2692300,0.6,2820000,255380.6507,20151.86085,19467.48848,295000
0.898363766,0.439252256,0.735220103,0.677828445,-4.75E-12,1,2027400,0.5,2820000,544229.7754,64667.87711,56002.34751,664900
0.905786826,0.423733673,0.858544732,0.51273867,-4.53E-13,1,1351200,0.4,2820000,555856.5724,69651.35079,50692.07677,676200
0.912941839,0.408089695,0.945412463,0.325876166,-1.07E-11,1,957200,0.3,2820000,322728.0161,38693.04492,32578.93896,394000
0.919826686,0.392324952,0.992134579,0.125175788,-6.41E-12,1,847800,0.2,2820000,90222.28236,10208.67099,8969.046653,109400
0.92643933,0.376444109,0.996727091,-0.080840005,-2.11E-12,1,724500,0.1,2820000,104380.0817,9466.317424,9453.600917,123300
0.932777815,0.360451866,0.958994985,-0.28342304,-1.24E-11,1,650000,0,2820000,63022.23324,5678.932071,5798.83469,74500
0.938840265,0.344352955,0.880540501,-0.473970913,-8.06E-12,1,597600,0,2820000,45362.52914,3579.516978,3457.953886,52400
0.944624885,0.328152139,0.764695099,-0.644392276,-3.77E-12,1,2861500,0,3000000,545048.2891,64765.13666,56086.57424,665900
0.950129964,0.311854215,0.616377993,-0.787450424,5.33E-13,1,2386900,0,3000000,390135.3583,48885.73068,35578.91103,474600
0.955353873,0.295464004,0.441887259,-0.897070594,-9.72E-12,1,2159900,0,3000000,185937.2073,22292.6934,18770.09935,227000
0.960295065,0.278986357,0.248632402,-0.968597919,-5.42E-12,1,1869500,0,3000000,239493.1517,27098.70251,23808.14578,290400
0.96495208,0.262426149,0.044819718,-0.998995091,-1.12E-12,1,1777500,0,3000000,77882.9482,7063.270098,7053.781706,92000
0.969323537,0.245788283,-0.160896171,-0.986971338,-1.14E-11,1,1715500,0,3000000,52448.03303,4726.09112,4825.87585,62000
0.973408145,0.229077681,-0.359779831,-0.93303723,-7.08E-12,1,1634200,0,3000000,70381.17593,5553.716227,5365.107843,81300
0.977204693,0.212299288,-0.543385944,-0.839483005,-2.78E-12,1,693900,0,3000000,769648.4551,91453.15814,79198.38678,940300
0.980712059,0.19545807,-0.703917935,-0.710281311,-1.30E-11,1,1345500,0,3000000,450801.1599,56487.4309,41111.4092,548400
0.983929205,0.178559011,-0.834559038,-0.550918517,-8.73E-12,1,790500,0.1,3000000,454604.1851,54504.16227,45891.65259,555000
0.986855178,0.16160711,-0.929761761,-0.36816174,-4.44E-12,1,436900,0.2,1200000,291614.2508,32996.21628,28989.53287,353600
0.989489113,0.144607386,-0.985483455,-0.169771491,-1.38E-13,1,3159500,0.3,3270000,127914.2769,11600.65339,11585.06974,151100
0.99183023,0.127564868,-0.999357976,0.035827866,-1.04E-11,1,2885200,0.4,3270000,232040.2494,20909.14184,21350.6088,274300
0.993877836,0.1104846,-0.970796161,0.239905843,-6.09E-12,1,2720500,0.5,3270000,142580.3158,11250.88638,10868.79781,164700
0.995631326,0.093371637,-0.901010849,0.433796554,-1.79E-12,1,2143500,0.6,3270000,472282.419,56118.76236,48598.81864,577000
0.997090181,0.076231042,-0.792965374,0.609266704,-1.20E-11,1,1646000,0.7,3270000,408959.8415,51244.52383,37295.63471,497500
0.998253968,0.059067889,-0.651247736,0.758865196,-7.75E-12,1,1435500,0.8,3270000,172421.9477,20672.29938,17405.75292,210500
0.999122344,0.041887255,-0.481875776,0.876239543,-3.45E-12,1,1231500,0.9,3270000,168238.9909,19036.27862,16724.7305,204000
0.999695051,0.024694226,-0.292041637,0.956405605,8.48E-13,1,843900,1,3270000,328124.247,29757.86402,29717.88901,387600
0.99997192,0.00749389,-0.089806359,0.995959245,-9.41E-12,1,679600,1,3270000,138987.2875,12524.14147,12788.571,164300
